Pitch (MIDI),Time (s),Intensity,Tag
48.0,9.509243726730347,0.02496564,Suspicious
48.0,9.540262460708618,0.019595807,Suspicious
36.0,9.560181856155396,0.014227537,Suspicious
48.0,9.580168008804321,0.007285579,Suspicious
48.0,9.610177278518677,0.015302304,Suspicious
36.0,9.631916761398315,0.03135856,Suspicious
43.0,9.652398824691772,0.042221397,Suspicious
43.0,9.682393312454224,0.03351367,Suspicious
43.0,9.702372074127197,0.029184202,Suspicious
43.0,9.722361087799072,0.021876212,Suspicious
43.0,9.740388631820679,0.012172674,Suspicious
43.0,9.771647930145264,0.008814829,Suspicious
43.0,9.79159426689148,0.007633001,Suspicious
43.0,9.810186624526978,0.0051830835,Suspicious
43.0,10.300230026245117,0.003536781,Suspicious
81.0,10.330243587493896,0.11926015,OK
53.0,10.349847316741943,0.13841939,OK
53.0,10.369971513748169,0.14294215,OK
53.0,10.38992691040039,0.14568229,OK
53.0,10.420149087905884,0.13086686,OK
53.0,10.440195798873901,0.13503024,OK
53.0,10.460255861282349,0.13994159,OK
53.0,10.490201473236084,0.13841064,OK
53.0,10.510191440582275,0.15036124,OK
53.0,10.532251358032227,0.15880781,OK
53.0,10.562016725540161,0.14871387,OK
53.0,10.582004308700562,0.16920748,OK
53.0,10.60199522972107,0.17215973,OK
53.0,10.631978750228882,0.17852405,OK
53.0,10.649980306625366,0.17469576,OK
53.0,10.669894456863403,0.16664238,OK
53.0,10.699875354766846,0.15730168,OK
53.0,10.71986436843872,0.15618715,OK
53.0,10.739871978759766,0.15148622,OK
53.0,10.769850730895996,0.15240413,OK
53.0,10.784841299057007,0.14953752,OK
53.0,10.812576532363892,0.15378796,OK
53.0,10.839751958847046,0.15920983,OK
53.0,10.859731674194336,0.15816358,OK
53.0,10.879751682281494,0.16904432,OK
53.0,10.909704685211182,0.17110255,OK
53.0,10.929693937301636,0.17684948,OK
53.0,10.949695825576782,0.17270441,OK
53.0,10.979676723480225,0.17449221,OK
53.0,10.999703884124756,0.17876278,OK
53.0,11.019654273986816,0.16614333,OK
53.0,11.050147294998169,0.14121042,OK
53.0,11.07013726234436,0.13600124,OK
53.0,11.09012484550476,0.13763185,OK
53.0,11.111961841583252,0.13923447,OK
53.0,11.139829635620117,0.13967659,OK
53.0,11.15980863571167,0.14319386,OK
53.0,11.17979907989502,0.14776315,OK
53.0,11.209782600402832,0.15172732,OK
53.0,11.229775667190552,0.15987353,OK
53.0,11.249712944030762,0.16092394,OK
53.0,11.281668424606323,0.16077776,OK
53.0,11.301609516143799,0.17653549,OK
53.0,11.321696996688843,0.17456049,OK
53.0,11.35232925415039,0.16682185,OK
53.0,11.372426271438599,0.18068382,OK
53.0,11.391321659088135,0.15574245,OK
53.0,11.422622680664062,0.14905034,OK
53.0,11.441890239715576,0.1502875,OK
53.0,11.46266222000122,0.14669837,OK
53.0,11.492778301239014,0.14590067,OK
53.0,11.512624740600586,0.15085807,OK
53.0,11.532654523849487,0.15252386,OK
53.0,11.562884330749512,0.15427995,OK
53.0,11.582756519317627,0.1601774,OK
53.0,11.602539777755737,0.16293421,OK
53.0,11.627784729003906,0.15979183,OK
53.0,11.65046739578247,0.17289266,OK
53.0,11.670206069946289,0.17146105,OK
53.0,11.700471639633179,0.17442535,OK
53.0,11.720426797866821,0.18371688,OK
53.0,11.741568326950073,0.13072865,OK
53.0,11.761797189712524,0.121321894,OK
53.0,11.792327404022217,0.1270479,OK
53.0,11.810292482376099,0.12928505,OK
53.0,11.832781791687012,0.12957637,OK
41.0,11.861980438232422,0.13348871,OK
41.0,11.882005453109741,0.13928322,OK
41.0,11.902000665664673,0.13907038,OK
41.0,11.931983947753906,0.1475951,OK
41.0,11.950407266616821,0.15061142,OK
41.0,11.972021341323853,0.14929973,OK
41.0,12.002003908157349,0.15800704,OK
41.0,12.021994829177856,0.16375089,OK
41.0,12.041984558105469,0.17259927,OK
41.0,12.07255482673645,0.17772253,OK
41.0,12.092543125152588,0.16281837,OK
41.0,12.112764596939087,0.15318035,OK
52.0,12.14178991317749,0.15010644,OK
52.0,12.160490036010742,0.16399834,OK
52.0,12.18048095703125,0.16015904,OK
52.0,12.210011005401611,0.15785316,OK
52.0,12.230201959609985,0.16125885,OK
52.0,12.250438690185547,0.16967767,OK
52.0,12.28013300895691,0.16664968,OK
52.0,12.297506332397461,0.16543932,OK
